X.RPMI	X.Sera	X.Contrib.RPMI	X.Contrib.Sera	X.Contrib	X.GroupContrib	X.color	X.importance
EW030_RS05215	0.91374925319107	-0.621181965904482	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0302365328013327
EW030_RS00085	0.837057152642254	-0.871218364882687	FALSE	TRUE	FALSE	Sera	#F68B33	-0.030219155250775
EW030_RS02100	0.826668111781019	-1.01690130037189	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0302056631672999
EW030_RS05600	-0.768468753689174	0.909568950996372	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0301564636622054
EW030_RS02320	0.771957860401215	-0.955396865372604	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0301509066563299
EW030_RS11395	0.955877149399469	-0.893896739294891	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0301475691651772
EW030_RS12140	0.815295550762674	-0.953593194476733	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0301426423272199
EW030_RS05645	-0.784694012856318	0.69246381613466	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0301296462710602
EW030_RS01700	-0.801867918932502	0.809108750596502	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0301279825794635
EW030_RS02995	-0.699211115258308	0.717411032906772	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0301132365860902
EW030_RS10765	-0.91202130954213	0.77520853845853	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0301040040941088
EW030_RS08440	-0.933800226733822	0.785014546986783	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0300897562211598
EW030_RS01105	-0.721559302049124	0.727874714718979	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0300729304515143
EW030_RS06975	-0.856160899416531	0.608791201652019	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0300634871207689
EW030_RS03050	-0.789196574346492	1.01003508701791	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0300517456671746
EW030_RS06880	-0.61892482546252	0.799061597036055	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0300389359489936
EW030_RS07630	-0.926668119671696	0.761690514077214	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0300277357565942
EW030_RS02690	1.09764380862777	-0.662498084565454	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0300142775630727
EW030_RS03720	-0.871277680555722	0.671481029210762	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0299681415517327
EW030_RS10780	1.01571874972803	-0.637128179815908	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0299663650022225
EW030_RS06730	0.864506390272771	-0.747632444451659	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0299609180889488
EW030_RS08035	-0.810127708966374	0.941601181404437	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0299604141510176
EW030_RS08445	-0.723781868627755	0.765533874798881	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0299288062914769
EW030_RS06190	0.81858221007943	-1.00842598940541	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0299163027235619
EW030_RS07795	-0.928476507227033	1.02682419058549	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0298933320992825
EW030_RS04745	0.934448772261976	-0.870646897385649	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0298928234188921
EW030_RS03845	0.836308832501356	-0.96270507520456	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0298740431231251
EW030_RS09250	0.651168254611688	-0.958169028929993	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0298682193204547
EW030_RS07185	0.897797257859873	-0.950210223494993	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0298518072315076
EW030_RS12480	-0.834144954799816	0.570747201061934	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0298457307595664
EW030_RS09220	0.874199294117524	-0.840061825796302	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0298334598834867
EW030_RS05620	0.757900576693307	-0.590116192474226	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0298002231586272
EW030_RS13890	-0.77638257239005	0.604843996155436	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0297853840452558
EW030_RS11910	0.78506421769617	-0.695036024603749	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0297797117852863
EW030_RS04335	0.801075105027412	-0.88029981941031	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0297791429983929
EW030_RS13175	0.746826362017415	-1.06524697955952	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0297636107485828
EW030_RS05075	-0.73868387749688	0.858333008688692	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0297585851608981
EW030_RS05975	0.913067112347735	-0.832392068647733	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0297338092001972
EW030_RS06295	-0.920679744700954	0.769104388923121	TRUE	FALSE	FALSE	RPMI	#388ECC	0.0297279451935514
EW030_RS04720	0.923150822627217	-0.720774427320587	FALSE	TRUE	FALSE	Sera	#F68B33	-0.0297110194329725
